Index,Time,Username,Item,Location
41,03/29/2022 11:26:37,AssassinKing862,SoftFabricLargeRoll,4310 - Blacksmith Building Chunk 
42,03/29/2022 11:26:37,AssassinKing862,HebiosHandleKatana,4310 - Blacksmith Building Chunk 
43,03/29/2022 11:26:37,AssassinKing862,HebiosGuard,4310 - Blacksmith Building Chunk 
44,03/29/2022 11:26:37,AssassinKing862,MetalHebiosKatanaBlade,4310 - Blacksmith Building Chunk 
45,03/29/2022 11:26:37,AssassinKing862,WoodenStake,4310 - Blacksmith Building Chunk 
46,03/29/2022 11:26:37,AssassinKing862,CraftPieceSideWay,4310 - Blacksmith Building Chunk 
47,03/29/2022 11:26:37,AssassinKing862,StandardSidePouchAttachment,4310 - Blacksmith Building Chunk 
48,03/29/2022 11:26:37,AssassinKing862,GourdCanteen,4310 - Blacksmith Building Chunk 
49,03/29/2022 11:26:37,AssassinKing862,SoftFabricLargeRoll,4310 - Blacksmith Building Chunk 
50,03/29/2022 11:26:37,AssassinKing862,StandardSidePouchAttachment,4310 - Blacksmith Building Chunk 
51,03/29/2022 11:26:37,AssassinKing862,GourdCanteen,4310 - Blacksmith Building Chunk 
52,03/29/2022 11:26:37,AssassinKing862,GoldCoin,4310 - Blacksmith Building Chunk 
53,03/29/2022 11:26:37,AssassinKing862,StandardSidePouchAttachment,4310 - Blacksmith Building Chunk 
54,03/29/2022 11:26:37,AssassinKing862,SpriggullDrumstickHalfCooked,4310 - Blacksmith Building Chunk 
55,03/29/2022 11:26:37,AssassinKing862,FlashlightLantern,4310 - Blacksmith Building Chunk 
56,03/29/2022 11:26:37,AssassinKing862,Coal,4310 - Blacksmith Building Chunk 
57,03/29/2022 11:26:37,AssassinKing862,StandardSidePouchAttachment,4310 - Blacksmith Building Chunk 
58,03/29/2022 11:26:37,AssassinKing862,PotionMedium,4310 - Blacksmith Building Chunk 
59,03/29/2022 11:26:37,AssassinKing862,HebiosCraftedMould,4310 - Blacksmith Building Chunk 
60,03/29/2022 11:26:37,AssassinKing862,HebiosHandleWakizashi,4310 - Blacksmith Building Chunk 
61,03/29/2022 11:26:37,AssassinKing862,HebiosGuard,4310 - Blacksmith Building Chunk 
62,03/29/2022 11:26:37,AssassinKing862,MetalHebiosWakizashiBlade,4310 - Blacksmith Building Chunk 
0,03/29/2022 11:26:37,BookSmartStoner,Shield,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
1,03/29/2022 11:26:37,BookSmartStoner,Bag,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
2,03/29/2022 11:26:37,BookSmartStoner,RodSlimcm,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
3,03/29/2022 11:26:37,BookSmartStoner,HammerHead,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
4,03/29/2022 11:26:37,BookSmartStoner,WhiteGoldIngot,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
5,03/29/2022 11:26:37,BookSmartStoner,CopperOre,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
6,03/29/2022 11:26:37,BookSmartStoner,HandleShortCCurve,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
7,03/29/2022 11:26:37,BookSmartStoner,SmallBoneSpike,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
8,03/29/2022 11:26:37,BookSmartStoner,ShortSwordBlade,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
9,03/29/2022 11:26:37,BookSmartStoner,SilverIngot,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
10,03/29/2022 11:26:37,BookSmartStoner,OrchiIngot,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
11,03/29/2022 11:26:37,BookSmartStoner,MythrilOre,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
12,03/29/2022 11:26:37,BookSmartStoner,WarHammer,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
13,03/29/2022 11:26:37,BookSmartStoner,SilverOre,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
14,03/29/2022 11:26:37,BookSmartStoner,StandardSidePouchAttachment,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
15,03/29/2022 11:26:37,BookSmartStoner,SpriggullDrumstickHalfRipe,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
16,03/29/2022 11:26:37,BookSmartStoner,Stone,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
17,03/29/2022 11:26:37,BookSmartStoner,StandardSidePouchAttachment,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
18,03/29/2022 11:26:37,BookSmartStoner,GoldOre,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
19,03/29/2022 11:26:37,BookSmartStoner,IronOre,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
20,03/29/2022 11:26:37,BookSmartStoner,HandleMediumCool,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
21,03/29/2022 11:26:37,BookSmartStoner,PickaxeHead,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
22,03/29/2022 11:26:37,BookSmartStoner,SpriggullDrumstickHalfCooked,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
23,03/29/2022 11:26:37,BookSmartStoner,Flint,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
24,03/29/2022 11:26:37,BookSmartStoner,FlashlightLantern,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
25,03/29/2022 11:26:37,BookSmartStoner,Coal,4397 - Cave Layer 82 (Alta.Chunks.CaveLayer
0,03/29/2022 11:26:37,whiteblademaster,RodMedium,4310 - Blacksmith Building Chunk 
1,03/29/2022 11:26:37,whiteblademaster,HammerHead,4310 - Blacksmith Building Chunk 
2,03/29/2022 11:26:37,whiteblademaster,AxeHeadLShape,4310 - Blacksmith Building Chunk 
3,03/29/2022 11:26:37,whiteblademaster,HoarderBag,4310 - Blacksmith Building Chunk 
4,03/29/2022 11:26:37,whiteblademaster,GourdCanteen,4310 - Blacksmith Building Chunk 
5,03/29/2022 11:26:37,whiteblademaster,GourdCanteen,4310 - Blacksmith Building Chunk 
6,03/29/2022 11:26:37,whiteblademaster,RodMedium,4310 - Blacksmith Building Chunk 
7,03/29/2022 11:26:37,whiteblademaster,PickaxeHead,4310 - Blacksmith Building Chunk 
8,03/29/2022 11:26:37,whiteblademaster,HebiosHandleKatana,4310 - Blacksmith Building Chunk 
9,03/29/2022 11:26:37,whiteblademaster,CauldronMedium,4310 - Blacksmith Building Chunk 
10,03/29/2022 11:26:37,whiteblademaster,MushroomRedFullRipe,4310 - Blacksmith Building Chunk 
11,03/29/2022 11:26:37,whiteblademaster,WoodcutWedge,4310 - Blacksmith Building Chunk 
12,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
13,03/29/2022 11:26:37,whiteblademaster,StandardSidePouchAttachment,4310 - Blacksmith Building Chunk 
14,03/29/2022 11:26:37,whiteblademaster,CarrotFullCooked,4310 - Blacksmith Building Chunk 
15,03/29/2022 11:26:37,whiteblademaster,ForageSidePouchAttachment,4310 - Blacksmith Building Chunk 
16,03/29/2022 11:26:37,whiteblademaster,SpriggullDrumstickFullCooked,4310 - Blacksmith Building Chunk 
17,03/29/2022 11:26:37,whiteblademaster,TomatoFullRipe,4310 - Blacksmith Building Chunk 
18,03/29/2022 11:26:37,whiteblademaster,PotionHoopsSideToolAttachment,4310 - Blacksmith Building Chunk 
19,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
20,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
21,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
22,03/29/2022 11:26:37,whiteblademaster,StandardSideToolAttachment,4310 - Blacksmith Building Chunk 
23,03/29/2022 11:26:37,whiteblademaster,Katana,4310 - Blacksmith Building Chunk 
24,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
25,03/29/2022 11:26:37,whiteblademaster,GrassClump,4310 - Blacksmith Building Chunk 
26,03/29/2022 11:26:37,whiteblademaster,Lantern,4310 - Blacksmith Building Chunk 
27,03/29/2022 11:26:37,whiteblademaster,Coal,4310 - Blacksmith Building Chunk 
28,03/29/2022 11:26:37,whiteblademaster,PotionMedium,4310 - Blacksmith Building Chunk 
29,03/29/2022 11:26:37,whiteblademaster,HebiosHandleKatana,4310 - Blacksmith Building Chunk 
30,03/29/2022 11:26:37,whiteblademaster,HebiosGuard,4310 - Blacksmith Building Chunk 
31,03/29/2022 11:26:37,whiteblademaster,MetalHebiosKatanaBlade,4310 - Blacksmith Building Chunk 
32,03/29/2022 11:26:37,whiteblademaster,Flint,4310 - Blacksmith Building Chunk 
33,03/29/2022 11:26:37,whiteblademaster,SpriggullDrumstickFullCooked,4310 - Blacksmith Building Chunk 
34,03/29/2022 11:26:37,whiteblademaster,HandleShortCool,4310 - Blacksmith Building Chunk 
35,03/29/2022 11:26:37,whiteblademaster,GuardPointyEnds,4310 - Blacksmith Building Chunk 
36,03/29/2022 11:26:37,whiteblademaster,GuardFancy,4310 - Blacksmith Building Chunk 
37,03/29/2022 11:26:37,whiteblademaster,RapierBlade,4310 - Blacksmith Building Chunk 
